,Vehicles,Month,Day,Hour,Vehicles_lag_1,Vehicles_lag_2
2017-01-05 14:00:00,13,1,5,14,15.0,13.0
2017-01-05 15:00:00,10,1,5,15,13.0,15.0
2017-01-05 16:00:00,11,1,5,16,10.0,13.0
2017-01-05 17:00:00,7,1,5,17,11.0,10.0
2017-01-05 18:00:00,9,1,5,18,7.0,11.0
2017-01-05 19:00:00,12,1,5,19,9.0,7.0
2017-01-05 20:00:00,10,1,5,20,12.0,9.0
2017-01-05 21:00:00,10,1,5,21,10.0,12.0
2017-01-05 22:00:00,11,1,5,22,10.0,10.0
2017-01-05 23:00:00,11,1,5,23,11.0,10.0
2017-01-06 00:00:00,6,1,6,0,11.0,11.0
2017-01-06 01:00:00,6,1,6,1,6.0,11.0
2017-01-06 02:00:00,2,1,6,2,6.0,6.0
2017-01-06 03:00:00,7,1,6,3,2.0,6.0
2017-01-06 04:00:00,7,1,6,4,7.0,2.0
2017-01-06 05:00:00,3,1,6,5,7.0,7.0
2017-01-06 06:00:00,3,1,6,6,3.0,7.0
2017-01-06 07:00:00,2,1,6,7,3.0,3.0
2017-01-06 08:00:00,6,1,6,8,2.0,3.0
2017-01-06 09:00:00,5,1,6,9,6.0,2.0
2017-01-06 10:00:00,8,1,6,10,5.0,6.0
2017-01-06 11:00:00,5,1,6,11,8.0,5.0
2017-01-06 12:00:00,10,1,6,12,5.0,8.0
2017-01-06 13:00:00,15,1,6,13,10.0,5.0
2017-01-06 14:00:00,12,1,6,14,15.0,10.0
2017-01-06 15:00:00,12,1,6,15,12.0,15.0
2017-01-06 16:00:00,13,1,6,16,12.0,12.0
2017-01-06 17:00:00,7,1,6,17,13.0,12.0
2017-01-06 18:00:00,12,1,6,18,7.0,13.0
2017-01-06 19:00:00,9,1,6,19,12.0,7.0
2017-01-06 20:00:00,10,1,6,20,9.0,12.0
2017-01-06 21:00:00,5,1,6,21,10.0,9.0
2017-01-06 22:00:00,13,1,6,22,5.0,10.0
2017-01-06 23:00:00,7,1,6,23,13.0,5.0
2017-01-07 00:00:00,11,1,7,0,7.0,13.0
2017-01-07 01:00:00,4,1,7,1,11.0,7.0
2017-01-07 02:00:00,4,1,7,2,4.0,11.0
2017-01-07 03:00:00,4,1,7,3,4.0,4.0
2017-01-07 04:00:00,3,1,7,4,4.0,4.0
2017-01-07 05:00:00,3,1,7,5,3.0,4.0
2017-01-07 06:00:00,5,1,7,6,3.0,3.0
2017-01-07 07:00:00,5,1,7,7,5.0,3.0
2017-01-07 08:00:00,4,1,7,8,5.0,5.0
2017-01-07 09:00:00,6,1,7,9,4.0,5.0
2017-01-07 10:00:00,7,1,7,10,6.0,4.0
2017-01-07 11:00:00,7,1,7,11,7.0,6.0
2017-01-07 12:00:00,8,1,7,12,7.0,7.0
2017-01-07 13:00:00,8,1,7,13,8.0,7.0
2017-01-07 14:00:00,8,1,7,14,8.0,8.0
2017-01-07 15:00:00,7,1,7,15,8.0,8.0
2017-01-07 16:00:00,5,1,7,16,7.0,8.0
2017-01-07 17:00:00,11,1,7,17,5.0,7.0
2017-01-07 18:00:00,10,1,7,18,11.0,5.0
2017-01-07 19:00:00,14,1,7,19,10.0,11.0
2017-01-07 20:00:00,12,1,7,20,14.0,10.0
2017-01-07 21:00:00,15,1,7,21,12.0,14.0
2017-01-07 22:00:00,11,1,7,22,15.0,12.0
2017-01-07 23:00:00,11,1,7,23,11.0,15.0
2017-01-08 00:00:00,8,1,8,0,11.0,11.0
2017-01-08 01:00:00,8,1,8,1,8.0,11.0
2017-01-08 02:00:00,4,1,8,2,8.0,8.0
2017-01-08 03:00:00,4,1,8,3,4.0,8.0
2017-01-08 04:00:00,2,1,8,4,4.0,4.0
2017-01-08 05:00:00,3,1,8,5,2.0,4.0
2017-01-08 06:00:00,4,1,8,6,3.0,2.0
2017-01-08 07:00:00,3,1,8,7,4.0,3.0
2017-01-08 08:00:00,6,1,8,8,3.0,4.0
2017-01-08 09:00:00,6,1,8,9,6.0,3.0
2017-01-08 10:00:00,4,1,8,10,6.0,6.0
2017-01-08 11:00:00,6,1,8,11,4.0,6.0
2017-01-08 12:00:00,9,1,8,12,6.0,4.0
2017-01-08 13:00:00,9,1,8,13,9.0,6.0
2017-01-08 14:00:00,7,1,8,14,9.0,9.0
2017-01-08 15:00:00,10,1,8,15,7.0,9.0
2017-01-08 16:00:00,9,1,8,16,10.0,7.0
2017-01-08 17:00:00,7,1,8,17,9.0,10.0
2017-01-08 18:00:00,7,1,8,18,7.0,9.0
2017-01-08 19:00:00,8,1,8,19,7.0,7.0
2017-01-08 20:00:00,9,1,8,20,8.0,7.0
2017-01-08 21:00:00,7,1,8,21,9.0,8.0
2017-01-08 22:00:00,9,1,8,22,7.0,9.0
2017-01-08 23:00:00,9,1,8,23,9.0,7.0
2017-01-09 00:00:00,9,1,9,0,9.0,9.0
2017-01-09 01:00:00,6,1,9,1,9.0,9.0
2017-01-09 02:00:00,6,1,9,2,6.0,9.0
2017-01-09 03:00:00,5,1,9,3,6.0,6.0
2017-01-09 04:00:00,7,1,9,4,5.0,6.0
2017-01-09 05:00:00,6,1,9,5,7.0,5.0
2017-01-09 06:00:00,7,1,9,6,6.0,7.0
2017-01-09 07:00:00,4,1,9,7,7.0,6.0
2017-01-09 08:00:00,5,1,9,8,4.0,7.0
2017-01-09 09:00:00,7,1,9,9,5.0,4.0
2017-01-09 10:00:00,12,1,9,10,7.0,5.0
2017-01-09 11:00:00,13,1,9,11,12.0,7.0
2017-01-09 12:00:00,13,1,9,12,13.0,12.0
2017-01-09 13:00:00,9,1,9,13,13.0,13.0
2017-01-09 14:00:00,9,1,9,14,9.0,13.0
2017-01-09 15:00:00,7,1,9,15,9.0,9.0
2017-01-09 16:00:00,13,1,9,16,7.0,9.0
2017-01-09 17:00:00,7,1,9,17,13.0,7.0
2017-01-09 18:00:00,10,1,9,18,7.0,13.0
2017-01-09 19:00:00,7,1,9,19,10.0,7.0
2017-01-09 20:00:00,5,1,9,20,7.0,10.0
2017-01-09 21:00:00,7,1,9,21,5.0,7.0
2017-01-09 22:00:00,10,1,9,22,7.0,5.0
2017-01-09 23:00:00,9,1,9,23,10.0,7.0
2017-01-10 00:00:00,8,1,10,0,9.0,10.0
2017-01-10 01:00:00,8,1,10,1,8.0,9.0
2017-01-10 02:00:00,7,1,10,2,8.0,8.0
2017-01-10 03:00:00,7,1,10,3,7.0,8.0
2017-01-10 04:00:00,3,1,10,4,7.0,7.0
2017-01-10 05:00:00,3,1,10,5,3.0,7.0
2017-01-10 06:00:00,5,1,10,6,3.0,3.0
2017-01-10 07:00:00,5,1,10,7,5.0,3.0
2017-01-10 08:00:00,7,1,10,8,5.0,5.0
2017-01-10 09:00:00,6,1,10,9,7.0,5.0
2017-01-10 10:00:00,8,1,10,10,6.0,7.0
2017-01-10 11:00:00,11,1,10,11,8.0,6.0
2017-01-10 12:00:00,8,1,10,12,11.0,8.0
2017-01-10 13:00:00,10,1,10,13,8.0,11.0
2017-01-10 14:00:00,13,1,10,14,10.0,8.0
2017-01-10 15:00:00,11,1,10,15,13.0,10.0
2017-01-10 16:00:00,10,1,10,16,11.0,13.0
2017-01-10 17:00:00,10,1,10,17,10.0,11.0
2017-01-10 18:00:00,20,1,10,18,10.0,10.0
2017-01-10 19:00:00,16,1,10,19,20.0,10.0
2017-01-10 20:00:00,13,1,10,20,16.0,20.0
2017-01-10 21:00:00,14,1,10,21,13.0,16.0
2017-01-10 22:00:00,15,1,10,22,14.0,13.0
2017-01-10 23:00:00,12,1,10,23,15.0,14.0
2017-01-11 00:00:00,12,1,11,0,12.0,15.0
2017-01-11 01:00:00,9,1,11,1,12.0,12.0
2017-01-11 02:00:00,5,1,11,2,9.0,12.0
2017-01-11 03:00:00,4,1,11,3,5.0,9.0
2017-01-11 04:00:00,3,1,11,4,4.0,5.0
2017-01-11 05:00:00,1,1,11,5,3.0,4.0
2017-01-11 06:00:00,4,1,11,6,1.0,3.0
2017-01-11 07:00:00,8,1,11,7,4.0,1.0
2017-01-11 08:00:00,5,1,11,8,8.0,4.0
2017-01-11 09:00:00,10,1,11,9,5.0,8.0
2017-01-11 10:00:00,10,1,11,10,10.0,5.0
2017-01-11 11:00:00,9,1,11,11,10.0,10.0
2017-01-11 12:00:00,11,1,11,12,9.0,10.0
2017-01-11 13:00:00,10,1,11,13,11.0,9.0
2017-01-11 14:00:00,9,1,11,14,10.0,11.0
2017-01-11 15:00:00,5,1,11,15,9.0,10.0
2017-01-11 16:00:00,6,1,11,16,5.0,9.0
2017-01-11 17:00:00,6,1,11,17,6.0,5.0
2017-01-11 18:00:00,11,1,11,18,6.0,6.0
2017-01-11 19:00:00,11,1,11,19,11.0,6.0
2017-01-11 20:00:00,11,1,11,20,11.0,11.0
2017-01-11 21:00:00,12,1,11,21,11.0,11.0
2017-01-11 22:00:00,13,1,11,22,12.0,11.0
2017-01-11 23:00:00,15,1,11,23,13.0,12.0
2017-01-12 00:00:00,8,1,12,0,15.0,13.0
2017-01-12 01:00:00,6,1,12,1,8.0,15.0
2017-01-12 02:00:00,6,1,12,2,6.0,8.0
2017-01-12 03:00:00,5,1,12,3,6.0,6.0
2017-01-12 04:00:00,5,1,12,4,5.0,6.0
2017-01-12 05:00:00,3,1,12,5,5.0,5.0
2017-01-12 06:00:00,5,1,12,6,3.0,5.0
2017-01-12 07:00:00,7,1,12,7,5.0,3.0
2017-01-12 08:00:00,6,1,12,8,7.0,5.0
2017-01-12 09:00:00,8,1,12,9,6.0,7.0
2017-01-12 10:00:00,7,1,12,10,8.0,6.0
2017-01-12 11:00:00,10,1,12,11,7.0,8.0
2017-01-12 12:00:00,13,1,12,12,10.0,7.0
2017-01-12 13:00:00,11,1,12,13,13.0,10.0
2017-01-12 14:00:00,7,1,12,14,11.0,13.0
2017-01-12 15:00:00,10,1,12,15,7.0,11.0
2017-01-12 16:00:00,7,1,12,16,10.0,7.0
2017-01-12 17:00:00,12,1,12,17,7.0,10.0
2017-01-12 18:00:00,9,1,12,18,12.0,7.0
2017-01-12 19:00:00,9,1,12,19,9.0,12.0
2017-01-12 20:00:00,8,1,12,20,9.0,9.0
2017-01-12 21:00:00,7,1,12,21,8.0,9.0
2017-01-12 22:00:00,7,1,12,22,7.0,8.0
2017-01-12 23:00:00,8,1,12,23,7.0,7.0
2017-01-13 00:00:00,9,1,13,0,8.0,7.0
2017-01-13 01:00:00,5,1,13,1,9.0,8.0
2017-01-13 02:00:00,4,1,13,2,5.0,9.0
2017-01-13 03:00:00,4,1,13,3,4.0,5.0
2017-01-13 04:00:00,4,1,13,4,4.0,4.0
2017-01-13 05:00:00,5,1,13,5,4.0,4.0
2017-01-13 06:00:00,1,1,13,6,5.0,4.0
2017-01-13 07:00:00,2,1,13,7,1.0,5.0
2017-01-13 08:00:00,7,1,13,8,2.0,1.0
2017-01-13 09:00:00,5,1,13,9,7.0,2.0
2017-01-13 10:00:00,7,1,13,10,5.0,7.0
2017-01-13 11:00:00,9,1,13,11,7.0,5.0
2017-01-13 12:00:00,12,1,13,12,9.0,7.0
2017-01-13 13:00:00,8,1,13,13,12.0,9.0
2017-01-13 14:00:00,8,1,13,14,8.0,12.0
2017-01-13 15:00:00,10,1,13,15,8.0,8.0
2017-01-13 16:00:00,13,1,13,16,10.0,8.0
2017-01-13 17:00:00,7,1,13,17,13.0,10.0
2017-01-13 18:00:00,9,1,13,18,7.0,13.0
2017-01-13 19:00:00,6,1,13,19,9.0,7.0
2017-01-13 20:00:00,9,1,13,20,6.0,9.0
2017-01-13 21:00:00,10,1,13,21,9.0,6.0
2017-01-13 22:00:00,8,1,13,22,10.0,9.0
2017-01-13 23:00:00,9,1,13,23,8.0,10.0
2017-01-14 00:00:00,3,1,14,0,9.0,8.0
2017-01-14 01:00:00,7,1,14,1,3.0,9.0
2017-01-14 02:00:00,5,1,14,2,7.0,3.0
2017-01-14 03:00:00,3,1,14,3,5.0,7.0
2017-01-14 04:00:00,2,1,14,4,3.0,5.0
2017-01-14 05:00:00,5,1,14,5,2.0,3.0
2017-01-14 06:00:00,7,1,14,6,5.0,2.0
2017-01-14 07:00:00,5,1,14,7,7.0,5.0
2017-01-14 08:00:00,7,1,14,8,5.0,7.0
2017-01-14 09:00:00,6,1,14,9,7.0,5.0
2017-01-14 10:00:00,7,1,14,10,6.0,7.0
2017-01-14 11:00:00,10,1,14,11,7.0,6.0
2017-01-14 12:00:00,9,1,14,12,10.0,7.0
2017-01-14 13:00:00,7,1,14,13,9.0,10.0
2017-01-14 14:00:00,9,1,14,14,7.0,9.0
2017-01-14 15:00:00,9,1,14,15,9.0,7.0
2017-01-14 16:00:00,6,1,14,16,9.0,9.0
2017-01-14 17:00:00,4,1,14,17,6.0,9.0
2017-01-14 18:00:00,5,1,14,18,4.0,6.0
2017-01-14 19:00:00,6,1,14,19,5.0,4.0
2017-01-14 20:00:00,8,1,14,20,6.0,5.0
2017-01-14 21:00:00,7,1,14,21,8.0,6.0
2017-01-14 22:00:00,10,1,14,22,7.0,8.0
2017-01-14 23:00:00,7,1,14,23,10.0,7.0
2017-01-15 00:00:00,8,1,15,0,7.0,10.0
2017-01-15 01:00:00,3,1,15,1,8.0,7.0
2017-01-15 02:00:00,3,1,15,2,3.0,8.0
2017-01-15 03:00:00,3,1,15,3,3.0,3.0
2017-01-15 04:00:00,2,1,15,4,3.0,3.0
2017-01-15 05:00:00,4,1,15,5,2.0,3.0
2017-01-15 06:00:00,5,1,15,6,4.0,2.0
2017-01-15 07:00:00,8,1,15,7,5.0,4.0
2017-01-15 08:00:00,7,1,15,8,8.0,5.0
2017-01-15 09:00:00,4,1,15,9,7.0,8.0
2017-01-15 10:00:00,6,1,15,10,4.0,7.0
2017-01-15 11:00:00,9,1,15,11,6.0,4.0
2017-01-15 12:00:00,5,1,15,12,9.0,6.0
2017-01-15 13:00:00,3,1,15,13,5.0,9.0
2017-01-15 14:00:00,5,1,15,14,3.0,5.0
2017-01-15 15:00:00,5,1,15,15,5.0,3.0
2017-01-15 16:00:00,6,1,15,16,5.0,5.0
2017-01-15 17:00:00,4,1,15,17,6.0,5.0
2017-01-15 18:00:00,8,1,15,18,4.0,6.0
2017-01-15 19:00:00,5,1,15,19,8.0,4.0
2017-01-15 20:00:00,11,1,15,20,5.0,8.0
2017-01-15 21:00:00,9,1,15,21,11.0,5.0
2017-01-15 22:00:00,10,1,15,22,9.0,11.0
2017-01-15 23:00:00,5,1,15,23,10.0,9.0
2017-01-16 00:00:00,5,1,16,0,5.0,10.0
2017-01-16 01:00:00,7,1,16,1,5.0,5.0
2017-01-16 02:00:00,6,1,16,2,7.0,5.0
2017-01-16 03:00:00,2,1,16,3,6.0,7.0
2017-01-16 04:00:00,6,1,16,4,2.0,6.0
2017-01-16 05:00:00,5,1,16,5,6.0,2.0
2017-01-16 06:00:00,5,1,16,6,5.0,6.0
2017-01-16 07:00:00,4,1,16,7,5.0,5.0
2017-01-16 08:00:00,4,1,16,8,4.0,5.0
2017-01-16 09:00:00,6,1,16,9,4.0,4.0
2017-01-16 10:00:00,8,1,16,10,6.0,4.0
2017-01-16 11:00:00,14,1,16,11,8.0,6.0
2017-01-16 12:00:00,11,1,16,12,14.0,8.0
2017-01-16 13:00:00,9,1,16,13,11.0,14.0
2017-01-16 14:00:00,10,1,16,14,9.0,11.0
2017-01-16 15:00:00,11,1,16,15,10.0,9.0
2017-01-16 16:00:00,9,1,16,16,11.0,10.0
2017-01-16 17:00:00,15,1,16,17,9.0,11.0
2017-01-16 18:00:00,8,1,16,18,15.0,9.0
2017-01-16 19:00:00,10,1,16,19,8.0,15.0
2017-01-16 20:00:00,8,1,16,20,10.0,8.0
2017-01-16 21:00:00,6,1,16,21,8.0,10.0
2017-01-16 22:00:00,11,1,16,22,6.0,8.0
2017-01-16 23:00:00,16,1,16,23,11.0,6.0
2017-01-17 00:00:00,8,1,17,0,16.0,11.0
2017-01-17 01:00:00,7,1,17,1,8.0,16.0
2017-01-17 02:00:00,3,1,17,2,7.0,8.0
2017-01-17 03:00:00,4,1,17,3,3.0,7.0
2017-01-17 04:00:00,2,1,17,4,4.0,3.0
2017-01-17 05:00:00,3,1,17,5,2.0,4.0
2017-01-17 06:00:00,3,1,17,6,3.0,2.0
2017-01-17 07:00:00,4,1,17,7,3.0,3.0
2017-01-17 08:00:00,7,1,17,8,4.0,3.0
2017-01-17 09:00:00,4,1,17,9,7.0,4.0
2017-01-17 10:00:00,6,1,17,10,4.0,7.0
2017-01-17 11:00:00,9,1,17,11,6.0,4.0
2017-01-17 12:00:00,7,1,17,12,9.0,6.0
2017-01-17 13:00:00,9,1,17,13,7.0,9.0
2017-01-17 14:00:00,12,1,17,14,9.0,7.0
2017-01-17 15:00:00,12,1,17,15,12.0,9.0
2017-01-17 16:00:00,10,1,17,16,12.0,12.0
2017-01-17 17:00:00,13,1,17,17,10.0,12.0
2017-01-17 18:00:00,11,1,17,18,13.0,10.0
2017-01-17 19:00:00,9,1,17,19,11.0,13.0
2017-01-17 20:00:00,10,1,17,20,9.0,11.0
2017-01-17 21:00:00,7,1,17,21,10.0,9.0
2017-01-17 22:00:00,8,1,17,22,7.0,10.0
2017-01-17 23:00:00,10,1,17,23,8.0,7.0
2017-01-18 00:00:00,6,1,18,0,10.0,8.0
2017-01-18 01:00:00,7,1,18,1,6.0,10.0
2017-01-18 02:00:00,6,1,18,2,7.0,6.0
2017-01-18 03:00:00,2,1,18,3,6.0,7.0
2017-01-18 04:00:00,2,1,18,4,2.0,6.0
2017-01-18 05:00:00,5,1,18,5,2.0,2.0
2017-01-18 06:00:00,4,1,18,6,5.0,2.0
2017-01-18 07:00:00,5,1,18,7,4.0,5.0
2017-01-18 08:00:00,5,1,18,8,5.0,4.0
2017-01-18 09:00:00,6,1,18,9,5.0,5.0
2017-01-18 10:00:00,6,1,18,10,6.0,5.0
2017-01-18 11:00:00,10,1,18,11,6.0,6.0
2017-01-18 12:00:00,11,1,18,12,10.0,6.0
2017-01-18 13:00:00,9,1,18,13,11.0,10.0
2017-01-18 14:00:00,9,1,18,14,9.0,11.0
2017-01-18 15:00:00,13,1,18,15,9.0,9.0
2017-01-18 16:00:00,13,1,18,16,13.0,9.0
2017-01-18 17:00:00,7,1,18,17,13.0,13.0
2017-01-18 18:00:00,10,1,18,18,7.0,13.0
2017-01-18 19:00:00,13,1,18,19,10.0,7.0
2017-01-18 20:00:00,9,1,18,20,13.0,10.0
2017-01-18 21:00:00,9,1,18,21,9.0,13.0
2017-01-18 22:00:00,7,1,18,22,9.0,9.0
2017-01-18 23:00:00,10,1,18,23,7.0,9.0
2017-01-19 00:00:00,7,1,19,0,10.0,7.0
2017-01-19 01:00:00,5,1,19,1,7.0,10.0
2017-01-19 02:00:00,3,1,19,2,5.0,7.0
2017-01-19 03:00:00,5,1,19,3,3.0,5.0
2017-01-19 04:00:00,7,1,19,4,5.0,3.0
2017-01-19 05:00:00,5,1,19,5,7.0,5.0
2017-01-19 06:00:00,4,1,19,6,5.0,7.0
2017-01-19 07:00:00,4,1,19,7,4.0,5.0
2017-01-19 08:00:00,4,1,19,8,4.0,4.0
2017-01-19 09:00:00,4,1,19,9,4.0,4.0
2017-01-19 10:00:00,9,1,19,10,4.0,4.0
2017-01-19 11:00:00,10,1,19,11,9.0,4.0
2017-01-19 12:00:00,13,1,19,12,10.0,9.0
2017-01-19 13:00:00,10,1,19,13,13.0,10.0
2017-01-19 14:00:00,8,1,19,14,10.0,13.0
2017-01-19 15:00:00,11,1,19,15,8.0,10.0
2017-01-19 16:00:00,12,1,19,16,11.0,8.0
2017-01-19 17:00:00,14,1,19,17,12.0,11.0
2017-01-19 18:00:00,9,1,19,18,14.0,12.0
2017-01-19 19:00:00,10,1,19,19,9.0,14.0
2017-01-19 20:00:00,18,1,19,20,10.0,9.0
2017-01-19 21:00:00,9,1,19,21,18.0,10.0
2017-01-19 22:00:00,7,1,19,22,9.0,18.0
2017-01-19 23:00:00,11,1,19,23,7.0,9.0
2017-01-20 00:00:00,10,1,20,0,11.0,7.0
2017-01-20 01:00:00,3,1,20,1,10.0,11.0
2017-01-20 02:00:00,7,1,20,2,3.0,10.0
2017-01-20 03:00:00,6,1,20,3,7.0,3.0
2017-01-20 04:00:00,4,1,20,4,6.0,7.0
2017-01-20 05:00:00,4,1,20,5,4.0,6.0
2017-01-20 06:00:00,6,1,20,6,4.0,4.0
2017-01-20 07:00:00,5,1,20,7,6.0,4.0
2017-01-20 08:00:00,8,1,20,8,5.0,6.0
2017-01-20 09:00:00,8,1,20,9,8.0,5.0
2017-01-20 10:00:00,8,1,20,10,8.0,8.0
2017-01-20 11:00:00,8,1,20,11,8.0,8.0
2017-01-20 12:00:00,10,1,20,12,8.0,8.0
2017-01-20 13:00:00,10,1,20,13,10.0,8.0
2017-01-20 14:00:00,10,1,20,14,10.0,10.0
2017-01-20 15:00:00,9,1,20,15,10.0,10.0
2017-01-20 16:00:00,5,1,20,16,9.0,10.0
2017-01-20 17:00:00,6,1,20,17,5.0,9.0
2017-01-20 18:00:00,12,1,20,18,6.0,5.0
2017-01-20 19:00:00,9,1,20,19,12.0,6.0
2017-01-20 20:00:00,8,1,20,20,9.0,12.0
2017-01-20 21:00:00,8,1,20,21,8.0,9.0
2017-01-20 22:00:00,6,1,20,22,8.0,8.0
2017-01-20 23:00:00,9,1,20,23,6.0,8.0
